1280,960,2.5,0
start,0,0
target,227.5,1477.5,25
waypoint,152.5,685,25
waypoint,1152.5,1500,25
waypoint,1710,732.5,25
waypoint,895,915,25
waypoint,1277.5,90,25
waypoint,3150,485,25
waypoint,2585,1532.5,25
waypoint,2707.5,987.5,25
waypoint,2452.5,307.5,25
obstacle,2.5,377.5,25
obstacle,5,377.5,25
obstacle,7.5,377.5,25
obstacle,10,377.5,25
obstacle,12.5,377.5,25
obstacle,15,377.5,25
obstacle,17.5,377.5,25
obstacle,20,377.5,25
obstacle,22.5,377.5,25
obstacle,25,377.5,25
obstacle,27.5,377.5,25
obstacle,30,377.5,25
obstacle,32.5,377.5,25
obstacle,35,377.5,25
obstacle,37.5,377.5,25
obstacle,40,377.5,25
obstacle,42.5,377.5,25
obstacle,45,377.5,25
obstacle,47.5,377.5,25
obstacle,50,377.5,25
obstacle,52.5,377.5,25
obstacle,55,377.5,25
obstacle,57.5,377.5,25
obstacle,60,377.5,25
obstacle,62.5,377.5,25
obstacle,65,377.5,25
obstacle,67.5,380,25
obstacle,70,380,25
obstacle,72.5,380,25
obstacle,75,380,25
obstacle,77.5,380,25
obstacle,80,380,25
obstacle,82.5,380,25
obstacle,85,380,25
obstacle,87.5,380,25
obstacle,90,380,25
obstacle,92.5,380,25
obstacle,95,380,25
obstacle,97.5,380,25
obstacle,100,380,25
obstacle,102.5,380,25
obstacle,105,380,25
obstacle,107.5,380,25
obstacle,110,380,25
obstacle,112.5,380,25
obstacle,115,380,25
obstacle,117.5,380,25
obstacle,120,380,25
obstacle,122.5,380,25
obstacle,125,380,25
obstacle,127.5,380,25
obstacle,130,380,25
obstacle,132.5,380,25
obstacle,135,380,25
obstacle,137.5,380,25
obstacle,140,380,25
obstacle,142.5,380,25
obstacle,145,380,25
obstacle,147.5,380,25
obstacle,150,380,25
obstacle,152.5,380,25
obstacle,155,380,25
obstacle,157.5,380,25
obstacle,160,380,25
obstacle,162.5,380,25
obstacle,165,380,25
obstacle,167.5,380,25
obstacle,170,380,25
obstacle,172.5,380,25
obstacle,175,380,25
obstacle,177.5,380,25
obstacle,180,380,25
obstacle,182.5,380,25
obstacle,185,380,25
obstacle,187.5,380,25
obstacle,190,380,25
obstacle,192.5,382.5,25
obstacle,195,382.5,25
obstacle,197.5,382.5,25
obstacle,200,382.5,25
obstacle,202.5,382.5,25
obstacle,205,382.5,25
obstacle,207.5,382.5,25
obstacle,210,382.5,25
obstacle,212.5,382.5,25
obstacle,215,382.5,25
obstacle,217.5,382.5,25
obstacle,220,382.5,25
obstacle,222.5,382.5,25
obstacle,225,382.5,25
obstacle,227.5,382.5,25
obstacle,230,382.5,25
obstacle,232.5,382.5,25
obstacle,235,382.5,25
obstacle,237.5,382.5,25
obstacle,240,382.5,25
obstacle,242.5,382.5,25
obstacle,245,382.5,25
obstacle,247.5,382.5,25
obstacle,250,382.5,25
obstacle,252.5,382.5,25
obstacle,255,382.5,25
obstacle,257.5,382.5,25
obstacle,260,382.5,25
obstacle,262.5,382.5,25
obstacle,265,382.5,25
obstacle,267.5,382.5,25
obstacle,270,382.5,25
obstacle,272.5,382.5,25
obstacle,275,382.5,25
obstacle,277.5,382.5,25
obstacle,280,382.5,25
obstacle,282.5,382.5,25
obstacle,285,382.5,25
obstacle,287.5,382.5,25
obstacle,290,382.5,25
obstacle,292.5,382.5,25
obstacle,295,382.5,25
obstacle,297.5,382.5,25
obstacle,300,382.5,25
obstacle,302.5,382.5,25
obstacle,305,382.5,25
obstacle,307.5,382.5,25
obstacle,310,382.5,25
obstacle,312.5,382.5,25
obstacle,315,382.5,25
obstacle,317.5,385,25
obstacle,320,385,25
obstacle,322.5,385,25
obstacle,325,385,25
obstacle,327.5,385,25
obstacle,330,385,25
obstacle,332.5,385,25
obstacle,335,385,25
obstacle,337.5,385,25
obstacle,340,385,25
obstacle,342.5,385,25
obstacle,345,385,25
obstacle,347.5,385,25
obstacle,350,385,25
obstacle,352.5,385,25
obstacle,355,385,25
obstacle,357.5,385,25
obstacle,360,385,25
obstacle,362.5,385,25
obstacle,365,385,25
obstacle,367.5,385,25
obstacle,370,385,25
obstacle,372.5,385,25
obstacle,375,385,25
obstacle,377.5,385,25
obstacle,380,385,25
obstacle,382.5,385,25
obstacle,385,385,25
obstacle,387.5,385,25
obstacle,390,385,25
obstacle,392.5,385,25
obstacle,395,385,25
obstacle,397.5,385,25
obstacle,400,385,25
obstacle,402.5,385,25
obstacle,405,385,25
obstacle,407.5,385,25
obstacle,410,385,25
obstacle,412.5,385,25
obstacle,415,385,25
obstacle,417.5,385,25
obstacle,420,385,25
obstacle,422.5,385,25
obstacle,425,385,25
obstacle,427.5,385,25
obstacle,430,385,25
obstacle,432.5,385,25
obstacle,435,385,25
obstacle,437.5,385,25
obstacle,440,385,25
obstacle,442.5,387.5,25
obstacle,445,387.5,25
obstacle,447.5,387.5,25
obstacle,450,387.5,25
obstacle,452.5,387.5,25
obstacle,455,387.5,25
obstacle,457.5,387.5,25
obstacle,460,387.5,25
obstacle,462.5,387.5,25
obstacle,465,387.5,25
obstacle,467.5,387.5,25
obstacle,470,387.5,25
obstacle,472.5,387.5,25
obstacle,475,387.5,25
obstacle,477.5,387.5,25
obstacle,480,387.5,25
obstacle,482.5,387.5,25
obstacle,485,387.5,25
obstacle,487.5,387.5,25
obstacle,490,387.5,25
obstacle,492.5,387.5,25
obstacle,495,387.5,25
obstacle,497.5,387.5,25
obstacle,500,387.5,25
obstacle,502.5,387.5,25
obstacle,505,387.5,25
obstacle,905,395,25
obstacle,907.5,395,25
obstacle,910,395,25
obstacle,912.5,395,25
obstacle,915,395,25
obstacle,917.5,395,25
obstacle,920,395,25
obstacle,922.5,395,25
obstacle,925,395,25
obstacle,927.5,395,25
obstacle,930,395,25
obstacle,932.5,395,25
obstacle,935,395,25
obstacle,937.5,395,25
obstacle,940,395,25
obstacle,942.5,395,25
obstacle,945,395,25
obstacle,947.5,395,25
obstacle,950,395,25
obstacle,952.5,395,25
obstacle,955,395,25
obstacle,957.5,395,25
obstacle,960,395,25
obstacle,962.5,395,25
obstacle,965,395,25
obstacle,967.5,397.5,25
obstacle,970,397.5,25
obstacle,972.5,397.5,25
obstacle,975,397.5,25
obstacle,977.5,397.5,25
obstacle,980,397.5,25
obstacle,982.5,397.5,25
obstacle,985,397.5,25
obstacle,987.5,397.5,25
obstacle,990,397.5,25
obstacle,992.5,397.5,25
obstacle,995,397.5,25
obstacle,997.5,397.5,25
obstacle,1000,397.5,25
obstacle,1002.5,397.5,25
obstacle,1005,397.5,25
obstacle,1007.5,397.5,25
obstacle,1010,397.5,25
obstacle,1012.5,397.5,25
obstacle,1015,397.5,25
obstacle,1017.5,397.5,25
obstacle,1020,397.5,25
obstacle,1022.5,397.5,25
obstacle,1025,397.5,25
obstacle,1027.5,397.5,25
obstacle,1030,397.5,25
obstacle,1032.5,397.5,25
