1280,960,2.5,0
target,640.0,640.0,2.5
obstacle,0.0,0,2.5
obstacle,0.0,2397.5,2.5
obstacle,2.5,0,2.5
obstacle,2.5,2397.5,2.5
obstacle,5.0,0,2.5
obstacle,5.0,2397.5,2.5
obstacle,7.5,0,2.5
obstacle,7.5,2397.5,2.5
obstacle,10.0,0,2.5
obstacle,10.0,2397.5,2.5
obstacle,12.5,0,2.5
obstacle,12.5,2397.5,2.5
obstacle,15.0,0,2.5
obstacle,15.0,2397.5,2.5
obstacle,17.5,0,2.5
obstacle,17.5,2397.5,2.5
obstacle,20.0,0,2.5
obstacle,20.0,2397.5,2.5
obstacle,22.5,0,2.5
obstacle,22.5,2397.5,2.5
obstacle,25.0,0,2.5
obstacle,25.0,2397.5,2.5
obstacle,27.5,0,2.5
obstacle,27.5,2397.5,2.5
obstacle,30.0,0,2.5
obstacle,30.0,2397.5,2.5
obstacle,32.5,0,2.5
obstacle,32.5,2397.5,2.5
obstacle,35.0,0,2.5
obstacle,35.0,2397.5,2.5
obstacle,37.5,0,2.5
obstacle,37.5,2397.5,2.5
obstacle,40.0,0,2.5
obstacle,40.0,2397.5,2.5
obstacle,42.5,0,2.5
obstacle,42.5,2397.5,2.5
obstacle,45.0,0,2.5
obstacle,45.0,2397.5,2.5
obstacle,47.5,0,2.5
obstacle,47.5,2397.5,2.5
obstacle,50.0,0,2.5
obstacle,50.0,2397.5,2.5
obstacle,52.5,0,2.5
obstacle,52.5,2397.5,2.5
obstacle,55.0,0,2.5
obstacle,55.0,2397.5,2.5
obstacle,57.5,0,2.5
obstacle,57.5,2397.5,2.5
obstacle,60.0,0,2.5
obstacle,60.0,2397.5,2.5
obstacle,62.5,0,2.5
obstacle,62.5,2397.5,2.5
obstacle,65.0,0,2.5
obstacle,65.0,2397.5,2.5
obstacle,67.5,0,2.5
obstacle,67.5,2397.5,2.5
obstacle,70.0,0,2.5
obstacle,70.0,2397.5,2.5
obstacle,72.5,0,2.5
obstacle,72.5,2397.5,2.5
obstacle,75.0,0,2.5
obstacle,75.0,2397.5,2.5
obstacle,77.5,0,2.5
obstacle,77.5,2397.5,2.5
obstacle,80.0,0,2.5
obstacle,80.0,2397.5,2.5
obstacle,82.5,0,2.5
obstacle,82.5,2397.5,2.5
obstacle,85.0,0,2.5
obstacle,85.0,2397.5,2.5
obstacle,87.5,0,2.5
obstacle,87.5,2397.5,2.5
obstacle,90.0,0,2.5
obstacle,90.0,2397.5,2.5
obstacle,92.5,0,2.5
obstacle,92.5,2397.5,2.5
obstacle,95.0,0,2.5
obstacle,95.0,2397.5,2.5
obstacle,97.5,0,2.5
obstacle,97.5,2397.5,2.5
obstacle,100.0,0,2.5
obstacle,100.0,2397.5,2.5
obstacle,102.5,0,2.5
obstacle,102.5,2397.5,2.5
obstacle,105.0,0,2.5
obstacle,105.0,2397.5,2.5
obstacle,107.5,0,2.5
obstacle,107.5,2397.5,2.5
