1280,960,2.5,0
target,640,640,NaN
waypoint,940,210,10
waypoint,940,257.5,10
waypoint,212.5,572.5,10
waypoint,210,722.5,10
waypoint,667.5,565,10
waypoint,675,730,10
waypoint,440,645,10
waypoint,445,737.5,10
waypoint,440,550,10
waypoint,1025,445,10
waypoint,1282.5,137.5,10
waypoint,1522.5,270,10
waypoint,1385,485,10
waypoint,1635,832.5,10
waypoint,1017.5,817.5,10
waypoint,1242.5,690,10
waypoint,1232.5,297.5,10
waypoint,1690,80,10
waypoint,1760,857.5,10
waypoint,1762.5,860,10
waypoint,1765,860,10
waypoint,2147.5,775,10
waypoint,2145,425,10
waypoint,2140,150,10
waypoint,1900,292.5,10
waypoint,2342.5,280,10
waypoint,2305,670,10
waypoint,1972.5,552.5,10
obstacle,0,0,2.5
obstacle,0,2397.5,2.5
obstacle,2.5,0,2.5
obstacle,2.5,2397.5,2.5
obstacle,5,0,2.5
obstacle,5,2397.5,2.5
obstacle,7.5,0,2.5
obstacle,7.5,2397.5,2.5
obstacle,10,0,2.5
obstacle,10,2397.5,2.5
obstacle,12.5,0,2.5
obstacle,12.5,2397.5,2.5
obstacle,15,0,2.5
obstacle,15,2397.5,2.5
obstacle,17.5,0,2.5
obstacle,17.5,2397.5,2.5
obstacle,20,0,2.5
obstacle,20,2397.5,2.5
obstacle,22.5,0,2.5
obstacle,22.5,2397.5,2.5
obstacle,25,0,2.5
obstacle,25,2397.5,2.5
obstacle,27.5,0,2.5
obstacle,27.5,2397.5,2.5
obstacle,30,0,2.5
obstacle,30,2397.5,2.5
obstacle,32.5,0,2.5
obstacle,32.5,2397.5,2.5
obstacle,35,0,2.5
obstacle,35,2397.5,2.5
obstacle,37.5,0,2.5
obstacle,37.5,2397.5,2.5
obstacle,40,0,2.5
obstacle,40,2397.5,2.5
obstacle,42.5,0,2.5
obstacle,42.5,2397.5,2.5
obstacle,45,0,2.5
obstacle,45,2397.5,2.5
obstacle,47.5,0,2.5
obstacle,47.5,2397.5,2.5
obstacle,50,0,2.5
obstacle,50,2397.5,2.5
obstacle,52.5,0,2.5
obstacle,52.5,2397.5,2.5
obstacle,55,0,2.5
obstacle,55,2397.5,2.5
obstacle,57.5,0,2.5
